"","GO","evidence","gene"
"1768","GO:0006355","ISS","LOC105832359"
"1769","GO:0006821","ISS","LOC105832366"
"1770","GO:0055085","ISS","LOC105832366"
"1771","GO:0006464","ISS","LOC105832368"
"1772","GO:0008152","ISS","LOC105832364"
"1773","GO:0006419","ISS","LOC105832374"
"1774","GO:0006508","ISS","LOC105832378"
"1775","GO:0006508","ISS","LOC105832378"
"1776","GO:0006508","ISS","LOC105832378"
"1777","GO:0006508","ISS","LOC105832379"
"1778","GO:0006508","ISS","LOC105832379"
"1779","GO:0006508","ISS","LOC105832379"
"1780","GO:0006836","ISS","LOC105832387"
"1781","GO:0016567","ISS","LOC105832395"
"1782","GO:0016567","ISS","LOC105832395"
"1783","GO:0006665","ISS","LOC105832413"
"1784","GO:0006412","ISS","LOC105832412"
"1785","GO:0006468","ISS","LOC105832411"
"1786","GO:0008152","ISS","LOC105832430"
"1787","GO:0055114","ISS","LOC105832444"
"1788","GO:0006355","ISS","LOC105832445"
"1789","GO:0006631","ISS","LOC105832446"
"1790","GO:0055114","ISS","LOC105832446"
"1791","GO:0006631","ISS","LOC105832446"
"1792","GO:0055114","ISS","LOC105832446"
"1793","GO:0045454","ISS","LOC105832439"
"1794","GO:0045454","ISS","LOC105832439"
"1795","GO:0045454","ISS","LOC105832439"
"1796","GO:0055114","ISS","LOC105832438"
"1797","GO:0055114","ISS","LOC105832438"
"1798","GO:0055085","ISS","LOC105832437"
"1799","GO:0006357","ISS","LOC105832467"
"1800","GO:0055114","ISS","LOC105832463"
"1801","GO:0055114","ISS","LOC105832463"
"1802","GO:0055114","ISS","LOC105832463"
"1803","GO:0007264","ISS","LOC105832483"
"1804","GO:0006464","ISS","LOC105832486"
"1805","GO:0006508","ISS","LOC105832491"
"1806","GO:0006182","ISS","LOC105832496"
"1807","GO:0009190","ISS","LOC105832496"
"1808","GO:0035556","ISS","LOC105832496"
"1809","GO:0006508","ISS","LOC105832496"
"1810","GO:0006508","ISS","LOC105832500"
"1811","GO:0006811","ISS","LOC105832511"
"1812","GO:0055085","ISS","LOC105832511"
"1813","GO:0006811","ISS","LOC105832511"
"1814","GO:0055085","ISS","LOC105832511"
"1815","GO:0006811","ISS","LOC105832511"
"1816","GO:0055085","ISS","LOC105832511"
"1817","GO:0006813","ISS","LOC105832509"
"1818","GO:0006811","ISS","LOC105832509"
"1819","GO:0055085","ISS","LOC105832509"
"1820","GO:0006355","ISS","LOC105832515"
"1821","GO:0007165","ISS","LOC105832515"
"1822","GO:0006355","ISS","LOC105832515"
"1823","GO:0007165","ISS","LOC105832515"
"1824","GO:0006355","ISS","LOC105832515"
"1825","GO:0007165","ISS","LOC105832515"
"1826","GO:0006355","ISS","LOC105832537"
"1827","GO:0005975","ISS","LOC105832548"
"1828","GO:0005975","ISS","LOC105832548"
"1829","GO:0006511","ISS","LOC105832547"
"1830","GO:0006486","ISS","LOC105832541"
"1831","GO:0008152","ISS","LOC105832549"
"1832","GO:0007186","ISS","LOC105832556"
"1833","GO:0007186","ISS","LOC105832554"
"1834","GO:0007186","ISS","LOC105832554"
"1835","GO:0006468","ISS","LOC105832564"
"1836","GO:0007186","ISS","LOC105832565"
"1837","GO:0007186","ISS","LOC105832565"
"1838","GO:0006508","ISS","LOC105832590"
"1839","GO:0007608","ISS","LOC105832569"
"1840","GO:0007608","ISS","LOC105832577"
"1841","GO:0007608","ISS","LOC105832586"
"1842","GO:0007608","ISS","LOC105832582"
"1843","GO:0007608","ISS","LOC105832582"
"1844","GO:0006508","ISS","LOC105832591"
"1845","GO:0055114","ISS","LOC105832608"
"1846","GO:0051260","ISS","LOC105832613"
"1847","GO:0007186","ISS","LOC105832617"
"1848","GO:0006468","ISS","LOC105832639"
"1849","GO:0007154","ISS","LOC105832643"
"1850","GO:0007219","ISS","LOC105832643"
"1851","GO:0007275","ISS","LOC105832643"
"1852","GO:0006396","ISS","LOC105832644"
"1853","GO:0006396","ISS","LOC105832644"
"1854","GO:0006396","ISS","LOC105832644"
"1855","GO:0006396","ISS","LOC105832644"
"1856","GO:0006355","ISS","LOC105832646"
"1857","GO:0006355","ISS","LOC105832670"
"1858","GO:0005975","ISS","LOC105832682"
"1859","GO:0006633","ISS","LOC105832683"
"1860","GO:0055114","ISS","LOC105832683"
"1861","GO:0006886","ISS","LOC105832696"
"1862","GO:0006888","ISS","LOC105832696"
"1863","GO:0006886","ISS","LOC105832696"
"1864","GO:0006888","ISS","LOC105832696"
"1865","GO:0006886","ISS","LOC105832696"
"1866","GO:0006888","ISS","LOC105832696"
"1867","GO:0005978","ISS","LOC105832697"
"1868","GO:0035023","ISS","LOC105832701"
"1869","GO:0055114","ISS","LOC105832703"
"1870","GO:0007018","ISS","LOC105832707"
"1871","GO:0006511","ISS","LOC105832713"
"1872","GO:0016567","ISS","LOC105832713"
"1873","GO:0016567","ISS","LOC105832713"
"1874","GO:0006629","ISS","LOC105832721"
"1875","GO:0006629","ISS","LOC105832723"
"1876","GO:0006468","ISS","LOC105832727"
"1877","GO:0006094","ISS","LOC105832731"
"1878","GO:0006096","ISS","LOC105832731"
"1879","GO:0008152","ISS","LOC105832737"
"1880","GO:0055085","ISS","LOC105832742"
"1881","GO:0006367","ISS","LOC105832743"
"1882","GO:0046854","ISS","LOC105832750"
"1883","GO:0006355","ISS","LOC105832755"
"1884","GO:0006355","ISS","LOC105832755"
"1885","GO:0006355","ISS","LOC105832755"
"1886","GO:0006355","ISS","LOC105832755"
"1887","GO:0007165","ISS","LOC105832759"
"1888","GO:0055114","ISS","LOC105832768"
"1889","GO:0055114","ISS","LOC105832768"
"1890","GO:0008152","ISS","LOC105832772"
"1891","GO:0006506","ISS","LOC105832771"
"1892","GO:0030001","ISS","LOC105832773"
"1893","GO:0055085","ISS","LOC105832773"
"1894","GO:0007165","ISS","LOC105832774"
"1895","GO:0055114","ISS","LOC105832792"
"1896","GO:0055114","ISS","LOC105832792"
"1897","GO:0008152","ISS","LOC105832790"
"1898","GO:0006811","ISS","LOC105832795"
"1899","GO:0055085","ISS","LOC105832795"
"1900","GO:0006508","ISS","LOC105832805"
"1901","GO:0007267","ISS","LOC105832805"
"1902","GO:0006281","ISS","LOC105832797"
"1903","GO:0006310","ISS","LOC105832797"
"1904","GO:0008152","ISS","LOC105832838"
"1905","GO:0006468","ISS","LOC105832837"
"1906","GO:0006468","ISS","LOC105832840"
"1907","GO:0006468","ISS","LOC105832840"
"1908","GO:0055085","ISS","LOC105832845"
"1909","GO:0055085","ISS","LOC105832845"
"1910","GO:0006508","ISS","LOC105832850"
"1911","GO:0006890","ISS","LOC105832862"
"1912","GO:0005975","ISS","LOC105832858"
"1913","GO:0006030","ISS","LOC105832858"
"1914","GO:0006030","ISS","LOC105832858"
"1915","GO:0006672","ISS","LOC105832857"
"1916","GO:0007608","ISS","LOC105832866"
"1917","GO:0007608","ISS","LOC105832870"
"1918","GO:0008152","ISS","LOC105832878"
"1919","GO:0000413","ISS","LOC105832881"
"1920","GO:0006457","ISS","LOC105832881"
"1921","GO:0007016","ISS","LOC105832885"
"1922","GO:0006801","ISS","LOC105832902"
"1923","GO:0055114","ISS","LOC105832902"
"1924","GO:0006801","ISS","LOC105832902"
"1925","GO:0055114","ISS","LOC105832902"
"1926","GO:0007264","ISS","LOC105832907"
"1927","GO:0007264","ISS","LOC105832907"
"1928","GO:0006470","ISS","LOC105832912"
"1929","GO:0006486","ISS","LOC105832913"
"1930","GO:0006260","ISS","LOC105832927"
"1931","GO:0055114","ISS","LOC105832923"
"1932","GO:0055114","ISS","LOC105832920"
"1933","GO:0055114","ISS","LOC105832921"
"1934","GO:0055114","ISS","LOC105832922"
"1935","GO:0007186","ISS","LOC105832930"
"1936","GO:0007608","ISS","LOC105832928"
"1937","GO:0007608","ISS","LOC105832928"
"1938","GO:0008152","ISS","LOC105832960"
"1939","GO:0006281","ISS","LOC105832946"
"1940","GO:0006281","ISS","LOC105832946"
"1941","GO:0006629","ISS","LOC105832948"
"1942","GO:0007155","ISS","LOC105832961"
"1943","GO:0001522","ISS","LOC105832940"
"1944","GO:0009451","ISS","LOC105832940"
"1945","GO:0006468","ISS","LOC105832962"
"1946","GO:0006096","ISS","LOC105832955"
"1947","GO:0009058","ISS","LOC105832967"
"1948","GO:0006508","ISS","LOC105832968"
"1949","GO:0006508","ISS","LOC105832968"
"1950","GO:0006418","ISS","LOC105832971"
"1951","GO:0006355","ISS","LOC105832979"
"1952","GO:0006470","ISS","LOC105832982"
"1953","GO:0006470","ISS","LOC105832982"
"1954","GO:0006508","ISS","LOC105832984"
"1955","GO:0009116","ISS","LOC105832987"
"1956","GO:0015991","ISS","LOC105832986"
"1957","GO:0006511","ISS","LOC105832989"
"1958","GO:0006511","ISS","LOC105832989"
"1959","GO:0007156","ISS","LOC105832992"
"1960","GO:0007156","ISS","LOC105832992"
"1961","GO:0007156","ISS","LOC105832992"
"1962","GO:0007156","ISS","LOC105832992"
"1963","GO:0007156","ISS","LOC105832992"
"1964","GO:0007156","ISS","LOC105832992"
"1965","GO:0007156","ISS","LOC105832992"
"1966","GO:0006810","ISS","LOC105832993"
"1967","GO:0006811","ISS","LOC105832993"
"1968","GO:0006811","ISS","LOC105832993"
"1969","GO:0006468","ISS","LOC105832995"
"1970","GO:0006468","ISS","LOC105833005"
"1971","GO:0055114","ISS","LOC105833011"
"1972","GO:0055114","ISS","LOC105833015"
"1973","GO:0055114","ISS","LOC105833015"
"1974","GO:0006629","ISS","LOC105833014"
"1975","GO:0019752","ISS","LOC105833027"
"1976","GO:0016567","ISS","LOC105833031"
"1977","GO:0006357","ISS","LOC105833033"
"1978","GO:0006355","ISS","LOC105833036"
"1979","GO:0016485","ISS","LOC105833034"
"1980","GO:0006355","ISS","LOC105833041"
"1981","GO:0006412","ISS","LOC105833049"
"1982","GO:0035023","ISS","LOC105833058"
"1983","GO:0019752","ISS","LOC105833055"
"1984","GO:0008152","ISS","LOC105833055"
"1985","GO:0007186","ISS","LOC105833056"
"1986","GO:0006468","ISS","LOC105833063"
"1987","GO:0007275","ISS","LOC105833071"
"1988","GO:0016055","ISS","LOC105833071"
"1989","GO:0006260","ISS","LOC105833086"
"1990","GO:0055114","ISS","LOC105833086"
"1991","GO:0043087","ISS","LOC105833084"
"1992","GO:0006468","ISS","LOC105833075"
"1993","GO:0055114","ISS","LOC105833103"
"1994","GO:0006508","ISS","LOC105833089"
"1995","GO:0006508","ISS","LOC105833089"
"1996","GO:0006508","ISS","LOC105833089"
"1997","GO:0005975","ISS","LOC105833091"
"1998","GO:0005975","ISS","LOC105833091"
"1999","GO:0005975","ISS","LOC105833091"
"2000","GO:0006468","ISS","LOC105833118"
"2001","GO:0006468","ISS","LOC105833113"
"2002","GO:0006468","ISS","LOC105833116"
"2003","GO:0008299","ISS","LOC105833129"
"2004","GO:0006468","ISS","LOC105833145"
"2005","GO:0006629","ISS","LOC105833149"
"2006","GO:0007165","ISS","LOC105833149"
"2007","GO:0035556","ISS","LOC105833149"
"2008","GO:0006886","ISS","LOC105833172"
"2009","GO:0016192","ISS","LOC105833172"
"2010","GO:0007018","ISS","LOC105833178"
"2011","GO:0007018","ISS","LOC105833179"
"2012","GO:0007018","ISS","LOC105833179"
"2013","GO:0055114","ISS","LOC105833190"
"2014","GO:0008152","ISS","LOC105833190"
"2015","GO:0055114","ISS","LOC105833190"
"2016","GO:0006412","ISS","LOC105833205"
"2017","GO:0006418","ISS","LOC105833197"
"2018","GO:0055114","ISS","LOC105833196"
"2019","GO:0008152","ISS","LOC105833218"
"2020","GO:0008152","ISS","LOC105833213"
"2021","GO:0005975","ISS","LOC105833228"
"2022","GO:0006614","ISS","LOC105833227"
"2023","GO:0006614","ISS","LOC105833227"
"2024","GO:0006614","ISS","LOC105833227"
"2025","GO:0006164","ISS","LOC105833220"
"2026","GO:0006355","ISS","LOC105833236"
"2027","GO:0006810","ISS","LOC105833245"
"2028","GO:0006811","ISS","LOC105833245"
"2029","GO:0008272","ISS","LOC105833280"
"2030","GO:0007275","ISS","LOC105833285"
"2031","GO:0009966","ISS","LOC105833285"
"2032","GO:0006464","ISS","LOC105833287"
"2033","GO:0006810","ISS","LOC105833298"
"2034","GO:0070588","ISS","LOC105833294"
"2035","GO:0006874","ISS","LOC105833294"
"2036","GO:0006835","ISS","LOC105833301"
"2037","GO:0008152","ISS","LOC105833300"
"2038","GO:0007608","ISS","LOC105833309"
"2039","GO:0006886","ISS","LOC105833314"
"2040","GO:0006468","ISS","LOC105833316"
"2041","GO:0007608","ISS","LOC105833324"
"2042","GO:0006468","ISS","LOC105833322"
"2043","GO:0006468","ISS","LOC105833322"
"2044","GO:0007018","ISS","LOC105833329"
"2045","GO:0016042","ISS","LOC105833340"
"2046","GO:0006486","ISS","LOC105833342"
"2047","GO:0006812","ISS","LOC105833343"
"2048","GO:0055085","ISS","LOC105833343"
"2049","GO:0006468","ISS","LOC105833356"
"2050","GO:0007268","ISS","LOC105833358"
"2051","GO:0003333","ISS","LOC105833364"
"2052","GO:0006810","ISS","LOC105833364"
"2053","GO:0055085","ISS","LOC105833364"
"2054","GO:0007186","ISS","LOC105833375"
"2055","GO:0000184","ISS","LOC105833387"
"2056","GO:0006810","ISS","LOC105833399"
"2057","GO:0006355","ISS","LOC105833403"
"2058","GO:0006355","ISS","LOC105833403"
"2059","GO:0055085","ISS","LOC105833404"
"2060","GO:0055085","ISS","LOC105833404"
"2061","GO:0006355","ISS","LOC105833419"
"2062","GO:0009166","ISS","LOC105833424"
"2063","GO:0045454","ISS","LOC105833442"
"2064","GO:0045454","ISS","LOC105833442"
"2065","GO:0045454","ISS","LOC105833442"
"2066","GO:0045454","ISS","LOC105833442"
"2067","GO:0006468","ISS","LOC105833443"
"2068","GO:0006468","ISS","LOC105833444"
"2069","GO:0006355","ISS","LOC105833459"
"2070","GO:0006364","ISS","LOC105833458"
"2071","GO:0050912","ISS","LOC105833470"
"2072","GO:0050909","ISS","LOC105833470"
"2073","GO:0050912","ISS","LOC105833468"
"2074","GO:0050909","ISS","LOC105833468"
"2075","GO:0030001","ISS","LOC105833475"
"2076","GO:0055085","ISS","LOC105833475"
"2077","GO:0010508","ISS","LOC105833479"
"2078","GO:0005975","ISS","LOC105833482"
"2079","GO:0006468","ISS","LOC105833489"
"2080","GO:0006468","ISS","LOC105833488"
"2081","GO:0006260","ISS","LOC105833494"
"2082","GO:0034968","ISS","LOC105833491"
"2083","GO:0035023","ISS","LOC105833496"
"2084","GO:0044237","ISS","LOC105833513"
"2085","GO:0009058","ISS","LOC105833511"
"2086","GO:0009113","ISS","LOC105833511"
"2087","GO:0006468","ISS","LOC105833500"
"2088","GO:0008152","ISS","LOC105833498"
"2089","GO:0055114","ISS","LOC105833498"
"2090","GO:0006506","ISS","LOC105833521"
"2091","GO:0006355","ISS","LOC105833526"
"2092","GO:0007155","ISS","LOC105833520"
"2093","GO:0006468","ISS","LOC105833533"
"2094","GO:0006468","ISS","LOC105833533"
"2095","GO:0006508","ISS","LOC105833534"
"2096","GO:0005975","ISS","LOC105833543"
"2097","GO:0006468","ISS","LOC105833537"
"2098","GO:0006508","ISS","LOC105833552"
"2099","GO:0006139","ISS","LOC105833553"
"2100","GO:0055114","ISS","LOC105833558"
"2101","GO:0055114","ISS","LOC105833554"
"2102","GO:0007186","ISS","LOC105833560"
"2103","GO:0006508","ISS","LOC105833563"
"2104","GO:0007155","ISS","LOC105833563"
"2105","GO:0006811","ISS","LOC105833576"
"2106","GO:0055085","ISS","LOC105833576"
"2107","GO:0008152","ISS","LOC105833582"
"2108","GO:0007275","ISS","LOC105833587"
"2109","GO:0016055","ISS","LOC105833587"
"2110","GO:0051603","ISS","LOC105833594"
"2111","GO:0006355","ISS","LOC105833590"
"2112","GO:0009058","ISS","LOC105833613"
"2113","GO:0007166","ISS","LOC105833615"
"2114","GO:0005975","ISS","LOC105833631"
"2115","GO:0006030","ISS","LOC105833631"
"2116","GO:0055114","ISS","LOC105833629"
"2117","GO:0006310","ISS","LOC105833640"
"2118","GO:0015074","ISS","LOC105833640"
"2119","GO:0006310","ISS","LOC105833640"
"2120","GO:0015074","ISS","LOC105833640"
"2121","GO:0006468","ISS","LOC105833642"
"2122","GO:0006468","ISS","LOC105833642"
"2123","GO:0038032","ISS","LOC105833647"
"2124","GO:0008152","ISS","LOC105833651"
"2125","GO:0008152","ISS","LOC105833649"
"2126","GO:0007186","ISS","LOC105833653"
"2127","GO:0035023","ISS","LOC105833654"
"2128","GO:0006357","ISS","LOC105833665"
"2129","GO:0006811","ISS","LOC105833674"
"2130","GO:0055085","ISS","LOC105833674"
"2131","GO:0006811","ISS","LOC105833674"
"2132","GO:0055085","ISS","LOC105833674"
"2133","GO:0006811","ISS","LOC105833674"
"2134","GO:0055085","ISS","LOC105833674"
"2135","GO:0006811","ISS","LOC105833674"
"2136","GO:0055085","ISS","LOC105833674"
"2137","GO:0034968","ISS","LOC105833682"
"2138","GO:0006468","ISS","LOC105833681"
"2139","GO:0008152","ISS","LOC105833685"
"2140","GO:0008152","ISS","LOC105833694"
"2141","GO:0006260","ISS","LOC105833702"
"2142","GO:0007186","ISS","LOC105833705"
"2143","GO:0007186","ISS","LOC105833705"
"2144","GO:0006807","ISS","LOC105833714"
"2145","GO:0006355","ISS","LOC105833716"
"2146","GO:0055085","ISS","LOC105833713"
"2147","GO:0006351","ISS","LOC105833717"
"2148","GO:0006508","ISS","LOC105833729"
"2149","GO:0006355","ISS","LOC105833738"
"2150","GO:0006541","ISS","LOC105833742"
"2151","GO:0005975","ISS","LOC105833746"
"2152","GO:0006511","ISS","LOC105833744"
"2153","GO:0055114","ISS","LOC105833749"
"2154","GO:0006468","ISS","LOC105833761"
"2155","GO:0006468","ISS","LOC105833761"
"2156","GO:0048193","ISS","LOC105833771"
"2157","GO:0006811","ISS","LOC105833774"
"2158","GO:0055085","ISS","LOC105833774"
"2159","GO:0006811","ISS","LOC105833774"
"2160","GO:0055085","ISS","LOC105833774"
"2161","GO:0006811","ISS","LOC105833774"
"2162","GO:0055085","ISS","LOC105833774"
"2163","GO:0055114","ISS","LOC105833781"
"2164","GO:0006351","ISS","LOC105833787"
"2165","GO:0006351","ISS","LOC105833787"
"2166","GO:0006351","ISS","LOC105833787"
"2167","GO:0007018","ISS","LOC105833785"
"2168","GO:0000226","ISS","LOC105833800"
"2169","GO:0006508","ISS","LOC105833796"
"2170","GO:0006508","ISS","LOC105833796"
"2171","GO:0006508","ISS","LOC105833796"
"2172","GO:0007165","ISS","LOC105833799"
"2173","GO:0007165","ISS","LOC105833799"
"2174","GO:0055114","ISS","LOC105833805"
"2175","GO:0055114","ISS","LOC105833805"
"2176","GO:0055114","ISS","LOC105833804"
"2177","GO:0055114","ISS","LOC105833804"
"2178","GO:0055114","ISS","LOC105833807"
"2179","GO:0055114","ISS","LOC105833807"
"2180","GO:0055114","ISS","LOC105833806"
"2181","GO:0055114","ISS","LOC105833806"
"2182","GO:0006777","ISS","LOC105833808"
"2183","GO:0006298","ISS","LOC105833812"
"2184","GO:0006260","ISS","LOC105833845"
"2185","GO:0006270","ISS","LOC105833845"
"2186","GO:0006464","ISS","LOC105833826"
"2187","GO:0007165","ISS","LOC105833823"
"2188","GO:0006355","ISS","LOC105833853"
"2189","GO:0055085","ISS","LOC105833859"
"2190","GO:0055085","ISS","LOC105833859"
"2191","GO:0055085","ISS","LOC105833858"
"2192","GO:0055085","ISS","LOC105833858"
"2193","GO:0035023","ISS","LOC105833866"
"2194","GO:0006414","ISS","LOC105833869"
"2195","GO:0006869","ISS","LOC105833880"
"2196","GO:0008654","ISS","LOC105833903"
"2197","GO:0006886","ISS","LOC105833907"
"2198","GO:0016192","ISS","LOC105833907"
"2199","GO:0006810","ISS","LOC105833914"
"2200","GO:0055085","ISS","LOC105833921"
"2201","GO:0055085","ISS","LOC105833921"
"2202","GO:0006811","ISS","LOC105833920"
"2203","GO:0055085","ISS","LOC105833920"
"2204","GO:0006811","ISS","LOC105833920"
"2205","GO:0055085","ISS","LOC105833920"
"2206","GO:0006811","ISS","LOC105833920"
"2207","GO:0055085","ISS","LOC105833920"
"2208","GO:0006811","ISS","LOC105833920"
"2209","GO:0055085","ISS","LOC105833920"
"2210","GO:0055114","ISS","LOC105833922"
"2211","GO:0006468","ISS","LOC105833931"
"2212","GO:0006468","ISS","LOC105833931"
"2213","GO:0055085","ISS","LOC105833935"
"2214","GO:0055085","ISS","LOC105833952"
"2215","GO:0055085","ISS","LOC105833952"
"2216","GO:0055085","ISS","LOC105833952"
"2217","GO:0055085","ISS","LOC105833948"
"2218","GO:0055085","ISS","LOC105833948"
"2219","GO:0006355","ISS","LOC105833958"
"2220","GO:0007608","ISS","LOC105833976"
"2221","GO:0007608","ISS","LOC105833979"
"2222","GO:0009058","ISS","LOC105833991"
"2223","GO:0055114","ISS","LOC105833984"
"2224","GO:0006468","ISS","LOC105834007"
"2225","GO:0032324","ISS","LOC105834006"
"2226","GO:0007264","ISS","LOC105834023"
"2227","GO:0006464","ISS","LOC105834028"
"2228","GO:0006810","ISS","LOC105834034"
"2229","GO:0006810","ISS","LOC105834034"
"2230","GO:0007010","ISS","LOC105834035"
"2231","GO:0009058","ISS","LOC105834039"
"2232","GO:0006468","ISS","LOC105834045"
"2233","GO:0008152","ISS","LOC105834072"
"2234","GO:0006468","ISS","LOC105834071"
"2235","GO:0006298","ISS","LOC105834078"
"2236","GO:0006298","ISS","LOC105834078"
"2237","GO:0051056","ISS","LOC105834080"
"2238","GO:0006468","ISS","LOC105834092"
"2239","GO:0006355","ISS","LOC105834096"
"2240","GO:0055085","ISS","LOC105834103"
"2241","GO:0055085","ISS","LOC105834103"
"2242","GO:0055085","ISS","LOC105834103"
"2243","GO:0055085","ISS","LOC105834103"
"2244","GO:0055085","ISS","LOC105834104"
"2245","GO:0055085","ISS","LOC105834104"
"2246","GO:0006355","ISS","LOC105834105"
"2247","GO:0006355","ISS","LOC105834105"
"2248","GO:0055114","ISS","LOC105834119"
"2249","GO:0055114","ISS","LOC105834119"
"2250","GO:0006541","ISS","LOC105834133"
"2251","GO:0007094","ISS","LOC105834142"
"2252","GO:0006368","ISS","LOC105834156"
"2253","GO:0016570","ISS","LOC105834156"
"2254","GO:0006511","ISS","LOC105834163"
"2255","GO:0006468","ISS","LOC105834159"
"2256","GO:0006468","ISS","LOC105834159"
"2257","GO:0001510","ISS","LOC105834172"
